Runtime,Aspect_Ratio,Content_Rating_Score,Genre_Musical,Genre_Romance,Genre_Sport,Genre_Crime,Genre_Documentary,Genre_Film_Noir,Genre_Short,Genre_Fantasy,Genre_Horror,Genre_Comedy,Genre_Western,Genre_Thriller,Genre_War,Genre_Animation,Genre_Family,Genre_Mystery,Genre_Adventure,Genre_Drama,Genre_History,Genre_Biography,Genre_Sci_Fi,Genre_News,Genre_Action,Release_Month,Director_Avg_Movie_Revenue,Lead_Actor_Avg_Movie_Revenue,Budget,Lead_Actor_Name,Director_Name,Revenue,class
96,2.35,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,282,240,135,Ryan Reynolds,David Soren,282,1
107,2.35,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,2,314,266,135,Johnny Depp,Gore Verbinski,245,1
92,1.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,8,364,438,132,Tom McGrath,Eric Darnell,373,2
115,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,7,275,192,110,Matt Damon,Paul Greengrass,442,2
92,2.35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,4,414,488,130,Jack Black,Mark Osborne,631,3
117,1.85,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,9,260,92,130,Paul Rudd,Peyton Reed,519,1
146,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,10,464,488,130,Jennifer Lawrence,Francis Lawrence,847,4
94,1.85,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,4,297,438,135,Jim Parsons,Tim Johnson,368,3
116,1.85,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9,314,336,132,Tom Cruise,Steven Spielberg,591,1
147,2.35,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,364,150,130,Martin Lawrence,Michael Bay,273,2
90,2.35,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,8,364,189,130,Antonio Banderas,Chris Miller,554,2
101,2.35,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,191,215,110,Angelina Jolie,Phillip Noyce,293,1
138,1.85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,176,234,125,Russell Crowe,Darren Aronofsky,362,2
107,2.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,314,185,135,Jamie Bell,Steven Spielberg,371,1
100,2.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,272,243,130,Jaden Smith,M. Night Shyamalan,243,1
82,1.85,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,9,364,388,127,D. B. Sweeney,Eric Leighton,354,2
98,1.85,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,201,258,127,Ben Stiller,Shawn Levy,349,1
95,2.35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,9,314,117,130,Will Ferrell,Tom McGrath,321,1
96,2.35,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,155,76,130,Jeff Bridges,Robert Schwentke,61,1
143,2.35,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,414,366,140,Johnny Depp,Gore Verbinski,655,3
123,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5,464,488,125,Jennifer Lawrence,Francis Lawrence,752,4
174,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,382,181,125,Tom Hanks,Ron Howard,767,4
101,2.35,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,7,414,322,103,Jesse Eisenberg,Carlos Saldanha,500,3
132,2.35,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,432,488,125,Vin Diesel,Justin Lin,626,4
129,2.35,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,3,364,388,125,Robert Downey Jr.,Guy Ritchie,334,2
106,2.35,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,171,338,125,Sam Worthington,Louis Leterrier,232,1
113,1.85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,240,67,65,Arnold Schwarzenegger,Paul Verhoeven,261,2
102,2.35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,951,139,85,Antonio Banderas,John McTiernan,61,1
135,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,143,10,125,Jeremy Renner,Tony Gilroy,276,1
125,1.85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,118,144,125,George Clooney,Joel Schumacher,238,1
110,1.85,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,332,287,123,Jim Carrey,Ron Howard,345,3
124,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,7,414,245,125,Dennis Quaid,Roland Emmerich,544,3
123,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,323,436,125,Tom Cruise,John Woo,546,3
130,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,8,351,194,140,George Clooney,Wolfgang Petersen,325,2
92,2.35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,9,115,198,130,Ioan Gruffudd,Tim Story,289,1
127,1.85,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,268,438,120,Suraj Sharma,Ang Lee,609,3
123,2.35,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,123,122,110,Nicolas Cage,Mark Steven Johnson,228,1
107,2.35,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,191,173,120,Cameron Diaz,McG,259,1
124,2.35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,7,251,388,130,Noomi Rapace,Ridley Scott,403,2
77,1.85,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,9,188,218,120,Michael J. Fox,Rob Minkoff,169,1
109,2.35,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,3,245,192,115,Matt Damon,Neill Blomkamp,289,2
134,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,9,725,338,105,Vin Diesel,David Twohy,115,1
117,2.35,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,142,242,100,Joel Kinnaman,José Padilha,242,1
135,2.35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,297,36,120,Emile Hirsch,Lana Wachowski,93,1
121,1.85,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,139,97,120,Reese Witherspoon,James L. Brooks,48,1
117,2.35,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1336,336,117,Tom Cruise,James Mangold,261,1
124,2.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,314,336,120,Tom Cruise,Joseph Kosinski,286,1
140,2.35,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,514,538,113,Ewan McGregor,George Lucas,850,5
142,1.78,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,10,464,488,115,Ewan McGregor,George Lucas,649,4
92,1.85,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,6,414,438,115,John Goodman,Pete Docter,562,3
138,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,3,183,365,120,Hugh Jackman,James Mangold,415,2
136,2.35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,514,413,115,Liam Neeson,George Lucas,924,5
98,2.35,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,4,414,222,135,Nicolas Cage,Kirk De Micco,585,3
153,2.35,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9,223,122,115,Nicolas Cage,John Woo,77,1
120,2.35,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,164,274,115,Chris Hemsworth,Cedric Nicolas-Troyan,164,1
101,2.35,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,9,244,301,125,Megan Fox,Jonathan Liebesman,477,2
108,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,89,55,116,Pierce Brosnan,Roger Donaldson,178,1
112,2.35,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,3,145,251,135,Megan Fox,Dave Green,245,1
100,2.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,156,589,120,Miles Teller,Josh Trank,167,1
108,1.85,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,4,301,358,110,Ben Stiller,Shawn Levy,574,3
114,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,3,364,228,110,Dwayne Johnson,Brad Peyton,470,2
142,2.35,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,3,314,240,110,Mel Gibson,Roland Emmerich,215,1
125,2.35,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,198,194,110,George Clooney,Steven Soderbergh,362,2
126,2.35,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,291,315,120,Angelina Jolie,Doug Liman,478,3
119,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,155,267,110,Shailene Woodley,Robert Schwentke,295,1
170,2.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,100,253,110,Leonardo DiCaprio,Martin Scorsese,102,1
85,2.35,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,197,338,112,Jack Black,Rob Letterman,27,1
119,2.35,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,9,103,127,120,Seth Rogen,Michel Gondry,227,1
102,2.35,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9,314,33,110,Sullivan Stapleton,Noam Murro,337,1
103,1.78,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,6,381,327,110,Hank Azaria,Raja Gosnell,563,3
76,1.78,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,103,103,110,Roseanne Barr,Will Finn,103,1
120,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,155,267,110,Shailene Woodley,Robert Schwentke,179,1
127,2.35,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,201,315,110,Hugh Jackman,Shawn Levy,299,1
105,1.85,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,8,331,277,105,Hank Azaria,Raja Gosnell,347,2
121,2.35,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,25,153,160,Sandra Bullock,Jan de Bont,164,1
114,2.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,174,125,110,Asa Butterfield,Gavin Hood,125,1
129,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9,297,204,110,Bruce Willis,Len Wiseman,383,2
120,2.35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9,123,69,110,Jackie Chan,Frank Coraci,72,1
165,2.35,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,112,338,107,Will Smith,Michael Mann,87,1
82,1.85,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,9,100,338,109,Mike Myers,Bo Welch,150,1
115,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,3,186,338,120,Will Smith,Alex Proyas,347,1
194,2.35,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,3,201,131,130,Orlando Bloom,Ridley Scott,211,1
97,1.85,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,293,267,105,Anika Noni Rose,Ron Clements,267,1
151,2.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,301,242,108,Matt Damon,Ridley Scott,630,3
136,2.35,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,9,314,338,126,Ewan McGregor,Michael Bay,162,1
127,2.35,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,132,122,90,Nicolas Cage,Dominic Sena,237,1
171,2.35,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,251,234,103,Russell Crowe,Ridley Scott,457,2
145,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,8,364,386,102,Tom Cruise,Steven Spielberg,358,2
119,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,238,173,100,Mark Wahlberg,Tim Burton,362,1
153,2.35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,414,278,102,Arnold Schwarzenegger,James Cameron,520,3
140,2.35,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,112,272,100,Christian Bale,Michael Mann,214,1
176,1.85,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,201,119,100,Denzel Washington,Ridley Scott,266,1
141,2.35,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,364,228,115,Arnold Schwarzenegger,James Cameron,378,2
106,2.35,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,170,119,100,Denzel Washington,Tony Scott,150,1
98,1.85,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,72,89,100,Robert De Niro,Paul Weitz,310,1
116,2.35,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,143,117,100,Will Ferrell,Adam McKay,170,1
115,2.35,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,134,178,100,Arnold Schwarzenegger,Chuck Russell,242,1
165,2.35,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,287,231,100,Jamie Foxx,Quentin Tarantino,425,3
91,1.78,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,143,100,100,Tom Hulce,Gary Trousdale,100,1
78,1.66,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,2,162,66,100,David Spade,Mark Dindal,169,1
103,2.35,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,135,147,92,Sylvester Stallone,Simon West,312,1
131,2.35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,7,203,172,100,Nicolas Cage,Jon Turteltaub,347,2
104,2.35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,249,249,100,Ed Speleers,Stefen Fangmeier,249,1
102,2.35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,304,203,100,Josh Hutcherson,Chris Wedge,268,1
103,2.35,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,278,266,100,Johnny Depp,Florian Henckel von Donnersmarck,278,1
121,2.35,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,155,228,83,Arnold Schwarzenegger,Peter Hyams,211,2
240,2.35,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,7,150,303,100,Leonardo DiCaprio,Martin Scorsese,392,2
121,1.85,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,168,142,100,Val Kilmer,Joel Schumacher,336,2
129,1.85,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,190,61,105,Casper Van Dien,Paul Verhoeven,121,1
101,2.35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,9,314,140,80,Emily Barclay,Zack Snyder,140,1
87,2.35,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,82,68,100,Halle Berry,Pitof,82,1
101,2.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,151,178,100,Dwayne Johnson,Brett Ratner,243,1
95,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,293,41,140,Joseph Gordon-Levitt,Ron Clements,109,1
102,1.85,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,122,117,100,Will Ferrell,Brad Silberling,68,1
131,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,206,147,90,Sylvester Stallone,Patrick Hughes,206,1
114,2.35,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,133,133,105,Edgar Ramírez,Ericson Core,133,1
94,1.85,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,466,70,84,Jamie Kennedy,Lawrence Guterman,100,1
122,1.85,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,9,232,274,100,Chris Hemsworth,Ron Howard,93,1
95,1.85,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,185,118,100,Eddie Murphy,Ron Underwood,7,1
88,1.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,314,24,99,Noah Schnapp,Steve Martino,246,1
110,1.85,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,7,56,100,Steve Martin,David Mamet,13,1
130,2.35,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,286,221,98,Brendan Fraser,Stephen Sommers,433,3
216,2.35,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,100,253,100,Leonardo DiCaprio,Martin Scorsese,193,1
85,1.85,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,149,338,100,Shia LaBeouf,Ash Brannon,149,1
93,1.85,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,302,40,90,Nicole Kidman,Frank Oz,102,1
152,2.35,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,201,65,92,Josh Hartnett,Ridley Scott,172,1
85,1.85,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,244,117,95,Will Ferrell,Jay Roach,104,1
146,1.85,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,288,159,100,Sarah Jessica Parker,Michael Patrick King,288,1
89,1.85,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,9,382,38,95,Kenneth Branagh,Bibo Bergeron,76,1
88,2.35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,10,464,488,95,John Leguizamo,Steve Martino,877,4
105,2.35,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,414,379,95,Lily James,Kenneth Branagh,543,3
135,2.35,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,314,49,65,Rachel Weisz,Peter Jackson,93,1
100,1.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,11,514,523,94,Albert Brooks,Andrew Stanton,940,5
192,2.35,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,11,514,538,94,Elijah Wood,Peter Jackson,1118,5
172,2.35,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,514,538,94,Elijah Wood,Peter Jackson,926,5
102,2.35,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,114,76,95,Jeff Bridges,Sergey Bodrov,114,1
100,2.35,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,135,215,115,Angelina Jolie,Simon West,274,1
92,1.85,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,3,261,386,93,Sam Neill,Joe Johnston,368,2
105,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,7,361,264,93,James Franco,Rupert Wyatt,482,3
107,2.35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,117,76,90,Freddie Highmore,Mark Waters,162,1
101,1.85,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,189,204,92,Bruce Willis,John Moore,304,2
137,2.35,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,3,130,145,107,Dennis Quaid,John Lee Hancock,25,1
115,2.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,10,464,488,92,Craig T. Nelson,Brad Bird,631,4
124,2.35,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,79,57,98,Geena Davis,Renny Harlin,10,1
98,1.85,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,5,463,330,90,Tommy Lee Jones,Barry Sonnenfeld,589,4
82,1.85,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,6,414,414,90,Tom Hanks,John Lasseter,497,3
98,2.35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,170,119,100,Denzel Washington,Tony Scott,167,1
90,2.35,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,7,201,251,90,Chris Tucker,Brett Ratner,347,2
130,2.35,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9,276,226,100,Harrison Ford,Robert Zemeckis,155,1
90,2.35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,211,245,100,Bill Hader,Phil Lord,242,1
94,1.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,314,338,90,Ray Romano,Carlos Saldanha,86,1
114,2.35,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,133,258,90,Ben Stiller,Ben Stiller,188,1
94,2.35,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,3,19,173,92,Cameron Diaz,McG,264,1
151,2.35,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,100,253,90,Leonardo DiCaprio,Martin Scorsese,289,1
88,1.66,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,8,354,168,90,Eddie Murphy,Tony Bancroft,304,2
121,2.35,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,133,258,92,Ben Stiller,Ben Stiller,188,1
158,2.35,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9,219,135,90,Daniel Craig,David Fincher,232,1
128,1.85,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4,414,438,90,Robert Downey Jr.,Guy Ritchie,524,3
141,2.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,154,94,92,Jack Huston,Timur Bekmambetov,94,1
141,2.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,154,94,100,Jack Huston,Timur Bekmambetov,94,1
95,2.35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,9,143,218,120,Michael J. Fox,Gary Trousdale,186,1
92,1.85,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,9,193,159,90,Jason Lee,Walt Becker,233,1
121,1.85,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,9,314,336,75,Tom Cruise,Bryan Singer,200,1
113,1.85,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,153,167,90,Adam Sandler,Dennis Dugan,201,1
106,2.35,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,3,235,167,88,Adam Sandler,Chris Columbus,243,1
